id	name.zh-CN	name.en	filename
G178	兰州职业技术学院		兰州职业技术学院
G179	兰州资源环境职业技术大学		兰州资源环境职业技术大学
G180	廊坊师范学院		廊坊师范学院
3173	乐山师范学院	Leshan Normal University	乐山师范学院
3174	丽水学院	Lishui University	丽水学院
G181	辽东学院		辽东学院
1093	辽宁大学	Liaoning University	辽宁大学
4600	辽宁工程技术大学	Liaoning Technical University	辽宁工程技术大学
36376	辽宁工业大学	Liaoning University of Technology	辽宁工业大学
2876	辽宁科技大学	University of Science and Technology Liaoning	辽宁科技大学
G182	辽宁科技学院		辽宁科技学院
G183	辽宁理工学院		辽宁理工学院
2877	辽宁师范大学	Liaoning Normal University	辽宁师范大学
G184	辽宁师范大学海华学院		辽宁师范大学海华学院
19790	辽宁石油化工大学	LiaoNing Petrochemical University	辽宁石油化工大学
G185	辽宁中医药大学		辽宁中医药大学
G186	辽宁装备制造职业技术学院		辽宁装备制造职业技术学院
7365	聊城大学	Liaocheng University	聊城大学
5437	临沂大学	Linyi University	临沂大学
G187	柳州工学院		柳州工学院
25890	六盘水师范学院	Liupanshui Normal University	六盘水师范学院
24804	龙岩学院	Longyan University	龙岩学院
10212	陇东学院	Longdong University	陇东学院
5441	鲁东大学	Ludong University	鲁东大学
G188	吕梁学院		吕梁学院
9262	洛阳理工学院	Luoyang Institute of Science and Technology	洛阳理工学院
3346	洛阳师范学院	Luoyang Normal University	洛阳师范学院
G189	绵阳师范学院		绵阳师范学院
G190	民政职业大学		民政职业大学
9349	闽江大学	Minjiang University	闽江大学
8294	闽南师范大学	Minnan Normal University	闽南师范大学
G191	牡丹江大学		牡丹江大学
G192	牡丹江师范学院		牡丹江师范学院
G193	牡丹江医科大学		牡丹江医科大学
3873	南昌大学	Nanchang University	南昌大学
21968	南昌工学院	Nanchang Institute of Science and Technology	南昌工学院
6885	南昌航空大学	Nanchang Hangkong University	南昌航空大学
13694	南昌交通学院	Nanchang Jiaotong Institute	南昌交通学院
8726	南昌理工学院	Nanchang Institute of Technology	南昌理工学院
10725	南昌师范学院	Nanchang Normal University	南昌师范学院
G194	南昌医学院		南昌医学院
13693	南昌职业大学	Nanchang Vocational University	南昌职业大学
7255	南方科技大学	Southern University of Science and Technology	南方科技大学
3989	南方医科大学	Southern Medical University	南方医科大学
G195	南华大学		南华大学
3180	南京财经大学	Nanjing University of Finance and Economics	南京财经大学
1268	南京大学	Nanjing University	南京大学
G196	南京大学苏州校区		南京大学苏州校区
24807	南京工程学院	Nanjing Institute of Technology	南京工程学院
8302	南京工业大学	Nanjing Tech University	南京工业大学
26342	南京工业职业技术大学	Nanjing University of Industry Technology	南京工业职业技术大学
3178	南京航空航天大学	Nanjing University of Aeronautics and Astronautics	南京航空航天大学
3176	南京航空航天大学金城学院	Nanhang Jincheng College	南京航空航天大学金城学院
1271	南京理工大学	Nanjing University of Science and Technology	南京理工大学
5577	南京理工大学紫金学院	Nanjing University of Science and Technology ZiJin College	南京理工大学紫金学院
3398	南京林业大学	Nanjing Forestry University	南京林业大学
8785	南京农业大学	Nanjing Agricultural University	南京农业大学
8740	南京审计大学	Nanjing Audit University	南京审计大学
7336	南京师范大学	Nanjing Normal University	南京师范大学
G197	南京体育学院		南京体育学院
6869	南京外国语学校	Nanjing Foreign Language School	南京外国语学校
8264	南京晓庄学院	NanJing XiaoZhuang University	南京晓庄学院
4725	南京信息工程大学	Nanjing University of Information Science and Technology	南京信息工程大学
G198	南京医科大学		南京医科大学
G199	南京艺术学院		南京艺术学院
3181	南京邮电大学	Nanjing University of Posts and Telecommunications	南京邮电大学
4252	南京邮电大学通达学院	Tongda College of Nanjing University of Posts and Telecommunications	南京邮电大学通达学院
3179	南京中医药大学	Nanjing University of Chinese Medicine	南京中医药大学
1272	南开大学	Nankai University	南开大学
G200	南宁师范大学		南宁师范大学
3183	南通大学	Nantong University	南通大学
25931	南通理工学院	Nantong Institute of Technology	南通理工学院
14623	南通师范高等专科学校	Nantong Normal College	南通师范高等专科学校
G201	南通职业大学		南通职业大学
4728	南阳理工学院	Nanyang Institute of Technology	南阳理工学院
7226	南阳师范学院	Nanyang Normal University	南阳师范学院
3184	内江师范学院	Neijiang Normal University	内江师范学院
G202	内蒙古财经大学		内蒙古财经大学
2803	内蒙古大学	Inner Mongolia University	内蒙古大学
4023	内蒙古电子信息职业技术学院	Inner Mongolia Electronic Information Vocational Technical College	内蒙古电子信息职业技术学院
2911	内蒙古工业大学	Inner Mongolia University of Technology	内蒙古工业大学
G203	内蒙古化工职业学院		内蒙古化工职业学院
G204	内蒙古科技大学		内蒙古科技大学
10943	内蒙古科技大学包头师范学院	Baotou Teachers' College	内蒙古科技大学包头师范学院
G205	内蒙古民族大学		内蒙古民族大学
2909	内蒙古农业大学	Inner Mongolia Agricultural University	内蒙古农业大学
4610	内蒙古商贸职业学院	Inner Mongolia Business and Trade Vocational College	内蒙古商贸职业学院
2826	内蒙古师范大学	Inner Mongolia Normal University	内蒙古师范大学
G206	内蒙古医科大学		内蒙古医科大学
G207	内蒙古艺术学院		内蒙古艺术学院
20086	宁波财经学院	Ningbo University of Finance and Economics	宁波财经学院
3185	宁波城市职业技术学院	Ningbo City College of Vocational Technology	宁波城市职业技术学院
3058	宁波大学	Ningbo University	宁波大学
3368	宁波工程学院	Ningbo University of Technology	宁波工程学院
14587	宁波国家高新区外国语学校	Ningbo National Hi-Tech Zone Foreign Language School	宁波国家高新区外国语学校
G208	宁波诺丁汉大学		宁波诺丁汉大学
G209	宁波市镇海中学		宁波市镇海中学
G210	宁波职业技术大学		宁波职业技术大学
26744	宁德师范学院	Ningde Normal University	宁德师范学院
6052	宁夏大学	Ningxia University	宁夏大学
9157	宁夏理工学院	Ningxia Institute of Science and Technology	宁夏理工学院
G211	宁夏师范大学		宁夏师范大学
G212	宁夏医科大学		宁夏医科大学
6219	攀枝花学院	Panzhihua University	攀枝花学院
3742	平顶山学院	Pingdingshan University	平顶山学院
22004	萍乡学院	Pingxiang University	萍乡学院
9237	莆田学院	Putian University	莆田学院
7422	齐鲁工业大学（山东省科学院）	Qilu University of Technology	齐鲁工业大学山东省科学院
25777	齐鲁理工学院	Qilu Institute of Technology	齐鲁理工学院
G213	齐鲁师范学院		齐鲁师范学院
2904	齐齐哈尔大学	Qiqihar University	齐齐哈尔大学
G214	齐齐哈尔工程学院		齐齐哈尔工程学院
8682	黔南民族师范学院	Qiannan Normal University for Nationalities	黔南民族师范学院
6744	青岛滨海学院	Qingdao Binhai University	青岛滨海学院
25883	青岛城市学院	Qingdao City University	青岛城市学院
4383	青岛大学	Qingdao University	青岛大学
5786	青岛工学院	Qingdao Institute of Technology	青岛工学院
G215	青岛恒星科技学院		青岛恒星科技学院
G216	青岛黄海学院		青岛黄海学院
5236	青岛科技大学	Qingdao University of Science and Technology	青岛科技大学
8720	青岛理工大学	Qingdao University of Technology	青岛理工大学
5443	青岛农业大学	Qingdao Agricultural University	青岛农业大学
19761	青岛农业大学海都学院	Haidu College Qingdao Agricultural University	青岛农业大学海都学院
G217	青岛市城阳第一高级中学		青岛市城阳第一高级中学
6701	青岛职业技术学院	Qingdao Technical College	青岛职业技术学院
9095	青海大学	Qinghai University	青海大学
G218	青海民族大学		青海民族大学
G219	青海师范大学		青海师范大学
2039	清华大学	Tsinghua University	清华大学
26018	琼台师范学院	Qiongtai Normal University	琼台师范学院
1514	曲阜师范大学	Qufu Normal University	曲阜师范大学
G220	曲靖师范学院		曲靖师范学院
G221	衢州学院		衢州学院
4584	衢州职业技术学院	Quzhou College of Technology	衢州职业技术学院
4603	泉州师范学院	Quanzhou Normal University	泉州师范学院
15762	泉州信息工程学院	Quanzhou University of Information Engineering	泉州信息工程学院
6328	三江学院	Sanjiang University	三江学院
4616	三明学院	Sanming University	三明学院
6861	三峡大学	China Three Gorges University	三峡大学
2723	厦门大学	Xiamen University	厦门大学
9256	厦门大学嘉庚学院	Xiamen University Tan Kah Kee College	厦门大学嘉庚学院
19527	厦门大学马来西亚分校	Xiamen University Malaysia	厦门大学马来西亚分校
G222	厦门工学院		厦门工学院
4163	厦门理工学院	Xiamen University of Technology	厦门理工学院
5543	山东财经大学	Shandong University of Finance and Economics	山东财经大学
G223	山东财经大学燕山学院		山东财经大学燕山学院
1657	山东大学	Shandong University	山东大学
G224	山东大学（威海）		山东大学威海
G225	山东大学附属中学		山东大学附属中学
G226	山东第二医科大学		山东第二医科大学
11196	山东第一医科大学	Shandong First Medical University	山东第一医科大学
9955	山东工商学院	Shandong Technology and Business University	山东工商学院
8647	山东管理学院	Shandong Management University	山东管理学院
26299	山东航空学院	Shandong University of Aeronautics	山东航空学院
3115	山东建筑大学	Shandong Jianzhu University	山东建筑大学
8148	山东交通学院	Shandong Jiaotong University	山东交通学院
4672	山东科技大学	Shandong University of Science and Technology	山东科技大学
4055	山东理工大学	Shandong University of Technology	山东理工大学
4684	山东农业大学	Shandong Agricultural University	山东农业大学
G227	山东女子学院		山东女子学院
8652	山东青年政治学院	Shandong Youth University of Political Science	山东青年政治学院
G228	山东省垦利第一中学		山东省垦利第一中学
G229	山东省平邑第一中学		山东省平邑第一中学
G230	山东省青岛第二中学		山东省青岛第二中学
G231	山东省实验中学		山东省实验中学
G232	山东省烟台第二中学		山东省烟台第二中学
1656	山东师范大学	Shandong Normal University	山东师范大学
20482	山东石油化工学院	Shandong Institute of Petroleum and Chemical Technology	山东石油化工学院
G233	山东外国语职业技术大学		山东外国语职业技术大学
G234	山东外事职业大学		山东外事职业大学
16192	山东协和学院	Shandong Xiehe University	山东协和学院
G235	山东医药大学		山东医药大学
9100	山东政法学院	Shandong University of Political Science and Law	山东政法学院
14684	山东中医药大学	Shandong University of Traditional Chinese Medicine	山东中医药大学
G236	山西财经大学		山西财经大学
G237	山西大同大学		山西大同大学
6304	山西大学	Shanxi University	山西大学
G238	山西工程技术学院		山西工程技术学院
26348	山西工程科技职业大学	Shanxi Vocational University of Engineering Science and Technology	山西工程科技职业大学
26287	山西工商学院	Shanxi Technology and Business University	山西工商学院
G239	山西旅游职业学院		山西旅游职业学院
G240	山西能源学院		山西能源学院
G241	山西农业大学		山西农业大学
9226	山西师范大学	Shanxi Normal University	山西师范大学
G242	山西医科大学		山西医科大学
G243	山西中医药大学		山西中医药大学
7643	陕西科技大学	Shaanxi University of Science and Technology	陕西科技大学
8820	陕西理工大学	Shaanxi University of Technology	陕西理工大学
6751	陕西师范大学	Shaanxi Normal University	陕西师范大学
G244	陕西学前师范学院		陕西学前师范学院
G245	陕西中医药大学		陕西中医药大学
1676	汕头大学	Shantou University	汕头大学
G246	汕尾职业技术学院		汕尾职业技术学院
7253	商洛学院	Shangluo University	商洛学院
25869	商丘工学院	Shangqiu Institute of Technology	商丘工学院
6208	商丘师范学院	Shangqiu Normal University	商丘师范学院
25873	商丘学院	Shangqiu University	商丘学院
9252	商丘学院应用科技学院	Shangqiu University Applied Science and Technology College	商丘学院应用科技学院
G247	上海财经大学		上海财经大学
G248	上海城建职业学院		上海城建职业学院
G249	上海出版印刷高等专科学校		上海出版印刷高等专科学校
1672	上海大学	Shanghai University	上海大学
4038	上海第二工业大学	Shanghai Polytechnic University	上海第二工业大学
G250	上海电机学院		上海电机学院
25778	上海电力大学	Shanghai University of Electric Power	上海电力大学
G251	上海东海职业技术学院		上海东海职业技术学院
25782	上海对外经贸大学	Shanghai University of International Business and Economics	上海对外经贸大学
4171	上海工程技术大学	Shanghai University of Engineering Science	上海工程技术大学
G252	上海海关学院		上海海关学院
1665	上海海事大学	Shanghai Maritime University	上海海事大学
3192	上海海洋大学	Shanghai Ocean University	上海海洋大学
4007	上海建桥学院	Shanghai Jian Qiao University	上海建桥学院
G253	上海健康医学院		上海健康医学院
1663	上海交通大学	Shanghai Jiao Tong University	上海交通大学
7666	上海科技大学	ShanghaiTech University	上海科技大学
2509	上海理工大学	University of Shanghai for Science and Technology	上海理工大学
26269	上海立信会计金融学院	Shanghai Lixin University of Accounting and Finance	上海立信会计金融学院
G254	上海民航职业技术学院		上海民航职业技术学院
10311	上海纽约大学	New York University Shanghai	上海纽约大学
26378	上海杉达学院	Shanghai Sanda University	上海杉达学院
4006	上海商学院	Shanghai Business School	上海商学院
1666	上海师范大学	Shanghai Normal University	上海师范大学
G255	上海市曹杨第二中学		上海市曹杨第二中学
G256	上海市向明中学		上海市向明中学
G257	上海体育大学		上海体育大学
10923	上海外国语大学	Shanghai International Studies University	上海外国语大学
G258	上海戏剧学院		上海戏剧学院
G259	上海现代化工职业学院		上海现代化工职业学院
G260	上海音乐学院		上海音乐学院
11417	上海应用技术大学	Shanghai Institute of Technology	上海应用技术大学
26293	上海政法学院	Shanghai University of Political Science and Law	上海政法学院
G261	上海中侨职业技术大学		上海中侨职业技术大学
G262	上海中医药大学		上海中医药大学
13704	上饶师范学院	Shangrao Normal University	上饶师范学院
2781	韶关学院	Shaoguan University	韶关学院
3194	邵阳学院	Shaoyang University	邵阳学院
4030	绍兴大学	Shaoxing University	绍兴大学
4576	绍兴理工学院	Shaoxing Institute of Technology	绍兴理工学院
G263	绍兴职业技术学院		绍兴职业技术学院
10158	深圳北理莫斯科大学	Shenzhen MSU-BIT University	深圳北理莫斯科大学
1679	深圳大学	Shenzhen University	深圳大学
4377	深圳技师学院	Shenzhen Institute of Technology	深圳技师学院
10908	深圳技术大学	Shenzhen Technology University	深圳技术大学
G264	深圳理工大学		深圳理工大学
G265	深圳信息职业技术大学		深圳信息职业技术大学
26739	深圳职业技术大学	Shenzhen Polytechnic University	深圳职业技术大学
8727	沈阳城市学院	Shenyang City University	沈阳城市学院
2878	沈阳大学	Shenyang University	沈阳大学
4605	沈阳工程学院	Shenyang Institute of Engineering	沈阳工程学院
G266	沈阳工学院		沈阳工学院
2873	沈阳工业大学	Shenyang University of Technology	沈阳工业大学
6770	沈阳航空航天大学	Shenyang Aerospace University	沈阳航空航天大学
4624	沈阳化工大学	Shenyang University of Chemical Technology	沈阳化工大学
2875	沈阳建筑大学	Shenyang Jianzhu University	沈阳建筑大学
3998	沈阳理工大学	Shenyang Ligong University	沈阳理工大学
2814	沈阳农业大学	Shenyang Agricultural University	沈阳农业大学
2802	沈阳师范大学	Shenyang Normal University	沈阳师范大学
G267	沈阳体育学院		沈阳体育学院
G268	沈阳药科大学		沈阳药科大学
G269	沈阳医学院		沈阳医学院
G270	沈阳音乐学院		沈阳音乐学院
6093	石河子大学	Shihezi University	石河子大学
9186	石家庄铁道大学	Shijiazhuang Tiedao University	石家庄铁道大学
G271	石家庄学院		石家庄学院
3123	首都经济贸易大学	Capital University of Economics and Business	首都经济贸易大学
3286	首都师范大学	Capital Normal University	首都师范大学
G272	首都师范大学科德学院		首都师范大学科德学院
G273	首都体育学院		首都体育学院
G274	首都医科大学		首都医科大学
G275	首钢工学院		首钢工学院
G276	寿光现代中学		寿光现代中学
26738	顺德职业技术大学	Shunde Polytechnic University	顺德职业技术大学
9150	四川城市职业学院	Urban Vocational College of Sichuan	四川城市职业学院
G277	四川传媒学院		四川传媒学院
1709	四川大学	Sichuan University	四川大学
9192	四川大学锦江学院	Sichuan University Jinjiang College	四川大学锦江学院
G278	四川电力职业技术学院		四川电力职业技术学院
9146	四川工商学院	Sichuan Technology and Business University	四川工商学院
8689	四川工业科技学院	Sichuan Institute of Industrial Technology	四川工业科技学院
9149	四川航天职业技术学院	SiChuan Aerospace Vocational College	四川航天职业技术学院
6227	四川建筑职业技术学院	Sichuan College of Architectural Technology	四川建筑职业技术学院
6351	四川交通职业技术学院	Sichuan Vocational and Technical College of Communications	四川交通职业技术学院
G279	四川警察学院		四川警察学院
9152	四川旅游学院	Sichuan Tourism University	四川旅游学院
G280	四川美术学院		四川美术学院
8665	四川民族学院	Sichuan Minzu College	四川民族学院
3352	四川农业大学	Sichuan Agricultural University	四川农业大学
6226	四川轻化工大学	Sichuan University of Science and Engineering	四川轻化工大学
3341	四川师范大学	Sichuan Normal University	四川师范大学
6755	四川托普信息技术职业学院	Sichuan TOP IT Vocational Institute	四川托普信息技术职业学院
G281	四川外国语大学		四川外国语大学
26379	四川现代职业学院	Sichuan Modern Vocational College	四川现代职业学院
11479	四川信息职业技术学院	Sichuan Vocational College of Information Technology	四川信息职业技术学院
11345	苏州大学	Soochow University	苏州大学
11087	苏州大学应用技术学院	Applied Technology College of Soochow University	苏州大学应用技术学院
3291	苏州工学院	Suzhou University of Technology	苏州工学院
G282	苏州工业职业技术学院		苏州工业职业技术学院
3198	苏州科技大学	Suzhou University of Science and Technology	苏州科技大学
22923	苏州科技大学天平学院	Tianping College of Suzhou University of Science and Technology	苏州科技大学天平学院
G283	苏州农业职业技术学院		苏州农业职业技术学院
14472	苏州市吴江区苏州湾外国语学校	Suzhou International Academy, BFSU	苏州市吴江区苏州湾外国语学校
G284	苏州职业技术大学		苏州职业技术大学
26057	宿迁学院	Suqian University	宿迁学院
5308	宿州学院	Suzhou University	宿州学院
10081	塔里木大学	Tarim University	塔里木大学
3200	台州学院	Taizhou University (Zhejiang)	台州学院
3201	台州职业技术学院	Taizhou Vocational and Technical College	台州职业技术学院
G285	太原工业学院		太原工业学院
8440	太原科技大学	Taiyuan University of Science and Technology	太原科技大学
3199	太原理工大学	Taiyuan University of Technology	太原理工大学
G286	太原师范学院		太原师范学院
G287	太原学院		太原学院
G288	泰山护理职业学院		泰山护理职业学院
7788	泰山学院	TaiShan University	泰山学院
14681	泰州学院	Taizhou University (Jiangsu)	泰州学院
26746	唐山师范学院	Tangshan Normal University	唐山师范学院
14193	唐山学院	Tangshan University	唐山学院
5237	天津财经大学	Tianjin University of Finance and Economics	天津财经大学
G289	天津城建大学		天津城建大学
9556	天津大学	Tianjin University	天津大学
16059	天津工业大学	Tiangong University	天津工业大学
6655	天津科技大学	Tianjin University of Science and Technology	天津科技大学
3203	天津理工大学	Tianjin University of Technology	天津理工大学
G290	天津美术学院		天津美术学院
8718	天津农学院	Tianjin Agricultural University	天津农学院
3190	天津仁爱学院	Tianjin Renai College	天津仁爱学院
13752	天津商业大学	Tianjin University of Commerce	天津商业大学
5585	天津师范大学	Tianjin Normal University	天津师范大学
G291	天津体育学院		天津体育学院
G292	天津外国语大学		天津外国语大学
G293	天津医科大学		天津医科大学
G294	天津音乐学院		天津音乐学院
G295	天津职业大学		天津职业大学
3204	天津职业技术师范大学	Tianjin University of Technology and Education	天津职业技术师范大学
G296	天津中医药大学		天津中医药大学
G297	天水师范大学		天水师范大学
G298	通化师范学院		通化师范学院
2019	同济大学	Tongji University	同济大学
8719	铜陵学院	Tongling University	铜陵学院
9162	铜仁学院	Tongren University	铜仁学院
G299	外交学院		外交学院
3209	皖西学院	West Anhui University	皖西学院
9092	潍坊科技学院	Weifang University of Science and Technology	潍坊科技学院
22098	潍坊理工学院	Weifang Institute of Technology	潍坊理工学院
5438	潍坊学院	Weifang University	潍坊学院
G300	潍坊职业学院		潍坊职业学院
26330	渭南师范学院	Weinan Normal University	渭南师范学院
3207	温州大学	Wenzhou University	温州大学
4573	温州科技职业学院	Wenzhou Vocational College of Science and Technology	温州科技职业学院
G301	温州肯恩大学		温州肯恩大学
G302	温州理工学院		温州理工学院
8596	温州商学院	Wenzhou Business College	温州商学院
3206	温州医科大学	Wenzhou Medical University	温州医科大学
G303	无锡科技职业学院		无锡科技职业学院
G304	无锡太湖学院		无锡太湖学院
20223	无锡学院	Wuxi University	无锡学院
G305	芜湖学院		芜湖学院
26226	梧州学院	Wuzhou University	梧州学院
2758	五邑大学	Wuyi University (Guangdong)	五邑大学
G306	武昌工学院		武昌工学院
16125	武昌理工学院	Wuchang University of Technology	武昌理工学院
10166	武昌首义学院	Wuchang Shouyi University	武昌首义学院
2714	武汉大学	Wuhan University	武汉大学
11129	武汉东湖学院	Wuhan Donghu University	武汉东湖学院
6857	武汉纺织大学	Wuhan Textile University	武汉纺织大学
G307	武汉纺织大学外经贸学院		武汉纺织大学外经贸学院
8327	武汉工程大学	Wuhan Institute of Technology	武汉工程大学
G308	武汉工商学院		武汉工商学院
6300	武汉科技大学	Wuhan University of Science and Technology	武汉科技大学
3407	武汉理工大学	Wuhan University of Technology	武汉理工大学
14122	武汉轻工大学	Wuhan Polytechnic University	武汉轻工大学
6895	武汉软件工程职业学院	Wuhan Vocational College of Software and Engineering	武汉软件工程职业学院
G309	武汉商贸职业学院		武汉商贸职业学院
8751	武汉商学院	Wuhan Business University	武汉商学院
26035	武汉生物工程学院	Wuhan University of Bioengineering	武汉生物工程学院
G310	武汉体育学院		武汉体育学院
19826	武汉学院	Wuhan College	武汉学院
G311	武夷学院		武夷学院
G312	西安财经大学		西安财经大学
G313	西安财经大学行知学院		西安财经大学行知学院
2724	西安电子科技大学	Xidian University	西安电子科技大学
26109	西安工程大学	Xi’an Polytechnic University	西安工程大学
26341	西安工商学院	Xi'an Technology and Business College	西安工商学院
7644	西安工业大学	Xi’an Technological University	西安工业大学
G314	西安航空学院		西安航空学院
G315	西安建筑科技大学		西安建筑科技大学
G316	西安交通大学		西安交通大学
6905	西安交通大学城市学院	Xi'an Jiaotong University City College	西安交通大学城市学院
G317	西安科技大学		西安科技大学
6752	西安理工大学	Xi'an University of Technology	西安理工大学
G318	西安美术学院		西安美术学院
G319	西安明德理工学院		西安明德理工学院
8103	西安欧亚学院	Xi'an Eurasia University	西安欧亚学院
G320	西安石油大学		西安石油大学
10888	西安思源学院	Xi'an Siyuan University	西安思源学院
G321	西安外国语大学		西安外国语大学
G322	西安文理学院		西安文理学院
G323	西安医学院		西安医学院
4013	西安邮电大学	Xi’an University of Posts and Telecommunications	西安邮电大学
G324	西安职业技术学院		西安职业技术学院
6756	西北大学	Northwest University	西北大学
1361	西北工业大学	Northwestern Polytechnical University	西北工业大学
9037	西北民族大学	Northwest Minzu University	西北民族大学
2885	西北农林科技大学	Northwest A&F University	西北农林科技大学
6295	西北师范大学	Northwest Normal University	西北师范大学
G325	西北政法大学		西北政法大学
G326	西藏大学		西藏大学
10885	西藏民族大学	Xizang Minzu University	西藏民族大学
20350	西湖大学	Westlake University	西湖大学
2725	西华大学	Xihua University	西华大学
6224	西华师范大学	China West Normal University	西华师范大学
G327	西京学院		西京学院
6220	西南财经大学	Southwestern University of Finance and Economics	西南财经大学
8661	西南财经大学天府学院	Tianfu College of SWUFE	西南财经大学天府学院
5578	西南大学	Southwest University	西南大学
G328	西南大学附属中学校		西南大学附属中学校
1762	西南交通大学	Southwest Jiaotong University	西南交通大学
11481	西南交通大学希望学院	Southwest Jiaotong University Hope College	西南交通大学希望学院
3197	西南科技大学	Southwest University of Science and Technology	西南科技大学
G329	西南林业大学		西南林业大学
3043	西南民族大学	Southwest Minzu University	西南民族大学
2979	西南石油大学	SouthWest Petroleum University	西南石油大学
G330	西南医科大学		西南医科大学
G331	西南政法大学		西南政法大学
G332	咸阳师范学院		咸阳师范学院
308	香港城市大学	City University of Hong Kong	香港城市大学
26100	香港城市大学（东莞）	City University of Hong Kong (Dongguan)	香港城市大学东莞
G333	香港大学		香港大学
667	香港浸会大学	Hong Kong Baptist University	香港浸会大学
G334	香港科技大学		香港科技大学
24540	香港科技大学（广州）	The Hong Kong University of Science and Technology (Guangzhou)	香港科技大学广州
G335	香港理工大学		香港理工大学
1942	香港中文大学	The Chinese University of Hong Kong	香港中文大学
10679	香港中文大学（深圳）	The Chinese University of Hong Kong, Shenzhen	香港中文大学深圳
3210	湘南学院	Xiangnan University	湘南学院
3051	湘潭大学	Xiangtan University	湘潭大学
6214	湘潭大学兴湘学院	Xingxiang College of Xiangtan University	湘潭大学兴湘学院
G336	忻州师范学院		忻州师范学院
26374	新疆财经大学	Xinjiang University of Finance and Economics	新疆财经大学
6191	新疆大学	Xinjiang University	新疆大学
G337	新疆第二医学院		新疆第二医学院
11458	新疆工程学院	Xinjiang Institute of Engineering	新疆工程学院
11429	新疆理工学院	Xinjiang Institute of Technology	新疆理工学院
G338	新疆农业职业技术大学		新疆农业职业技术大学
9172	新疆师范大学	Xinjiang Normal University	新疆师范大学
G339	新疆艺术学院		新疆艺术学院
26594	新疆政法学院	Xinjiang University of Political Science and Law	新疆政法学院
25878	新乡工程学院	Xinxiang Institute of Engineering	新乡工程学院
8599	新乡学院	Xinxiang University	新乡学院
21867	新余学院	Xinyu University	新余学院
G340	信息工程大学		信息工程大学
10068	信阳农林学院	Xinyang Agriculture and Forestry University	信阳农林学院
3688	信阳师范大学	Xinyang Normal University	信阳师范大学
G341	星海音乐学院		星海音乐学院
G342	邢台学院		邢台学院
8680	兴义民族师范学院	Xingyi Normal University For Nationalities	兴义民族师范学院
10080	徐州工程学院	Xuzhou University of Technology	徐州工程学院
15861	徐州医科大学	Xuzhou Medical University	徐州医科大学
10058	许昌学院	Xuchang University	许昌学院
5218	烟台大学	Yantai University	烟台大学
22693	烟台科技学院	Yantai Institute of Science and Technology	烟台科技学院
22626	烟台理工学院	Yantai Institute of Technology	烟台理工学院
8259	烟台南山学院	Yantai Nanshan University	烟台南山学院
G343	延安大学		延安大学
G344	延安大学西安创新学院		延安大学西安创新学院
5483	延边大学	Yanbian University	延边大学
11105	盐城工学院	Yancheng Institute of Technology	盐城工学院
11104	盐城师范学院	Yancheng Teachers University	盐城师范学院
8848	燕京理工学院	Yanching Institute of Technology	燕京理工学院
2733	燕山大学	Yanshan University	燕山大学
3211	扬州大学	Yangzhou University	扬州大学
G345	扬州工业职业技术学院		扬州工业职业技术学院
G346	扬州职业技术大学		扬州职业技术大学
G347	阳光学院		阳光学院
G348	仰恩大学		仰恩大学
26375	伊犁师范大学	YiLi Normal University	伊犁师范大学
8660	宜宾学院	Yibin University	宜宾学院
8739	宜春学院	Yichun University	宜春学院
3212	义乌工商职业技术学院	Yiwu Industrial and Commercial College	义乌工商职业技术学院
G349	应急管理大学		应急管理大学
7994	营口理工学院	YingKou Institute of Technology	营口理工学院
G350	榆林大学		榆林大学
G351	玉林师范学院		玉林师范学院
G352	玉溪师范学院		玉溪师范学院
G353	豫北医学院		豫北医学院
13717	豫章师范学院	Yuzhang Normal University	豫章师范学院
G354	岳阳学院		岳阳学院
25784	云南财经大学	Yunnan University of Finance and Economics	云南财经大学
3213	云南大学	Yunnan University	云南大学
9884	云南工商学院	Yunnan Technology and Business University	云南工商学院
7463	云南民族大学	Yunnan Minzu University	云南民族大学
G355	云南农业大学		云南农业大学
7919	云南师范大学	Yunnan Normal University	云南师范大学
G356	云南艺术学院		云南艺术学院
G357	云南中医药大学		云南中医药大学
G358	运城学院		运城学院
G359	运城职业技术大学		运城职业技术大学
3214	枣庄学院	Zaozhuang University	枣庄学院
26260	湛江科技学院	Zhanjiang University of Science and Technology	湛江科技学院
G360	张家口学院		张家口学院
G361	长安大学		长安大学
26740	长春财经学院	Changchun University of Finance and Economics	长春财经学院
2799	长春大学	Changchun University	长春大学
G362	长春电子科技学院		长春电子科技学院
3124	长春工程学院	Changchun Institute of Technology	长春工程学院
2811	长春工业大学	Changchun University of Technology	长春工业大学
G363	长春金融高等专科学校		长春金融高等专科学校
2819	长春理工大学	Changchun University of Science and Technology	长春理工大学
2809	长春师范大学	Changchun Normal University	长春师范大学
G364	长春师范高等专科学校		长春师范高等专科学校
G365	长春中医药大学		长春中医药大学
20581	长江大学	Yangtze University	长江大学
7417	长江师范学院	Yangtze Normal University	长江师范学院
3126	长沙理工大学	Changsha University of Science and Technology	长沙理工大学
4710	长沙民政职业技术学院	Changsha Social Work College	长沙民政职业技术学院
G366	长沙师范学院		长沙师范学院
G367	长沙市中雅培粹学校		长沙市中雅培粹学校
3050	长沙学院	Changsha University	长沙学院
G368	长沙职业技术学院		长沙职业技术学院
G369	长治学院		长治学院
G370	长治医学院		长治医学院
25830	昭通学院	Zhaotong University	昭通学院
2768	肇庆学院	Zhaoqing University	肇庆学院
G371	肇庆医学院		肇庆医学院
